p_id,subjectGroup,correct,idea_units,RP_any,RP_imp,RP_per,content,familiarity,vocabulary,comprehension,GMRT,read_time_minutes,RP_RT,GMRT_transformed,knowledge_transformed
13,RPm,0,30,1,1,0, ...and a new hormone is produced,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,31,0,0,0,"In the final step, the adrenal gland releases the hormone adrenaline into the bloodstream.",2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,32,1,1,0,The hormone adrenaline is carried in the bloodstream ,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,1,33,1,1,0,"...Adrenaline target cells are located in your heart, lungs, muscles, and stomach.",2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,1,34,0,0,0,The target cells in your heart and lungs respond to adrenaline by speeding up the activities of these organs.,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,35,0,0,0,Adrenaline also releases sugars in your muscles to give you energy,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,36,0,0,0, ...in case you need to either “fight” or run away from a situation (“flight”).,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,37,0,0,0,"Thus, this has been called the fight-or-flight response.",2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,38,0,0,0,"At the same time, target cells in the stomach respond to adrenaline by slowing down activity,",2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,39,0,0,0,...so more blood can be sent to other muscles.,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,40,1,0,1,Adrenaline concentrations in resting adults may increase by 10-fold during exercise ,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,41,1,0,1,...and by 50-fold during stress.,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
13,RPm,0,42,0,0,0,These responses continue until the amount of adrenaline in the blood drops to a normal level.,2,36,30,66,5.07195,15.1479,-0.8888978736466298,-1.520253293841969
14,RPm,0,1,0,0,0,The endocrine system produces chemicals ,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,2,0,0,0,…Chemicals that regulate many of the body’s daily activities,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,3,0,0,0,The endocrine system is made up of glands.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,4,0,0,0,A gland is an organ ,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,5,0,0,0,….Glands produce or release a chemical,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,6,0,0,0,"Some glands, (such as those that produce saliva and sweat), release their chemicals into tiny tubes called ducts.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,7,1,0,1,The ducts deliver the chemicals to a specific location within the body or to the skin’s surface.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,8,0,0,0,"However, endocrine glands do not have delivery tubes.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,9,1,1,0,"Endocrine glands produce and release their chemicals directly into the bloodstream, (without going through ducts).",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,1,10,0,0,0,The chemical product of an endocrine gland is called a hormone.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,1,11,0,0,0,The bloodstream carries hormones throughout the body.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,12,0,0,0,"When a hormone enters the bloodstream, it does not interact with all organs in the body.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,13,0,0,0,Hormones interact with only certain cells,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,14,0,0,0,...that recognize the hormone’s chemical structure,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,1,15,0,0,0,These are called target cells.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,16,1,0,1,A target cell may have several different receptor types,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,17,1,0,1,...receptor types that activate different signal transduction pathways.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,18,1,1,0,Hormones that do not fit a particular organ’s target cells,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,19,1,1,0,...will travel through the bloodstream until they find target cells that they fit.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,20,0,0,0,"Target cells then respond to the hormones by turning on, turning off, the activities of different organs and tissues.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,21,0,0,0,"...speeding up, or slowing down the activities of different organs and tissues.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,22,0,0,0,Hormones can regulate activities in tissues and organs that are far from the glands that produce them.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,23,0,0,0,One of the main functions of the endocrine system is to control the body’s response to an exciting situation.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,24,0,0,0,"(When the brain processes an exciting situation,) hormones travel from the hypothalamus, to the pituitary gland",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,25,0,0,0,...pituitary gland to the adrenal gland.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,26,0,0,0,This three-step process of the endocrine system is called the HPA axis.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,27,1,0,1,The HPA axis integrates physical and psychosocial influences ,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,28,1,0,1,...(The HPA axis) allows an organism to adapt to its environment,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,1,29,1,1,0,"In the first three steps of the HPA axis, a hormone attaches to a target cell",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,30,1,1,0, ...and a new hormone is produced,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,31,0,0,0,"In the final step, the adrenal gland releases the hormone adrenaline into the bloodstream.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,32,1,1,0,The hormone adrenaline is carried in the bloodstream ,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,1,33,1,1,0,"...Adrenaline target cells are located in your heart, lungs, muscles, and stomach.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,34,0,0,0,The target cells in your heart and lungs respond to adrenaline by speeding up the activities of these organs.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,35,0,0,0,Adrenaline also releases sugars in your muscles to give you energy,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,36,0,0,0, ...in case you need to either “fight” or run away from a situation (“flight”).,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,37,0,0,0,"Thus, this has been called the fight-or-flight response.",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,38,0,0,0,"At the same time, target cells in the stomach respond to adrenaline by slowing down activity,",18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,39,0,0,0,...so more blood can be sent to other muscles.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,40,1,0,1,Adrenaline concentrations in resting adults may increase by 10-fold during exercise ,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,41,1,0,1,...and by 50-fold during stress.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
14,RPm,0,42,0,0,0,These responses continue until the amount of adrenaline in the blood drops to a normal level.,18,39,38,77,4.09275,12.781466666666667,-0.006198404045443575,-0.2927803848767493
15,RPm,0,1,0,0,0,The endocrine system produces chemicals ,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,2,0,0,0,…Chemicals that regulate many of the body’s daily activities,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,3,0,0,0,The endocrine system is made up of glands.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,4,0,0,0,A gland is an organ ,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,5,0,0,0,….Glands produce or release a chemical,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,6,0,0,0,"Some glands, (such as those that produce saliva and sweat), release their chemicals into tiny tubes called ducts.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,7,1,0,1,The ducts deliver the chemicals to a specific location within the body or to the skin’s surface.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,8,0,0,0,"However, endocrine glands do not have delivery tubes.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,9,1,1,0,"Endocrine glands produce and release their chemicals directly into the bloodstream, (without going through ducts).",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,10,0,0,0,The chemical product of an endocrine gland is called a hormone.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,11,0,0,0,The bloodstream carries hormones throughout the body.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,12,0,0,0,"When a hormone enters the bloodstream, it does not interact with all organs in the body.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,13,0,0,0,Hormones interact with only certain cells,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,14,0,0,0,...that recognize the hormone’s chemical structure,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,15,0,0,0,These are called target cells.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,16,1,0,1,A target cell may have several different receptor types,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,17,1,0,1,...receptor types that activate different signal transduction pathways.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,18,1,1,0,Hormones that do not fit a particular organ’s target cells,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,19,1,1,0,...will travel through the bloodstream until they find target cells that they fit.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,20,0,0,0,"Target cells then respond to the hormones by turning on, turning off, the activities of different organs and tissues.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,21,0,0,0,"...speeding up, or slowing down the activities of different organs and tissues.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,22,0,0,0,Hormones can regulate activities in tissues and organs that are far from the glands that produce them.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,23,0,0,0,One of the main functions of the endocrine system is to control the body’s response to an exciting situation.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,24,0,0,0,"(When the brain processes an exciting situation,) hormones travel from the hypothalamus, to the pituitary gland",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,25,0,0,0,...pituitary gland to the adrenal gland.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,26,0,0,0,This three-step process of the endocrine system is called the HPA axis.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,27,1,0,1,The HPA axis integrates physical and psychosocial influences ,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,28,1,0,1,...(The HPA axis) allows an organism to adapt to its environment,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,29,1,1,0,"In the first three steps of the HPA axis, a hormone attaches to a target cell",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,30,1,1,0, ...and a new hormone is produced,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,31,0,0,0,"In the final step, the adrenal gland releases the hormone adrenaline into the bloodstream.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,32,1,1,0,The hormone adrenaline is carried in the bloodstream ,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,33,1,1,0,"...Adrenaline target cells are located in your heart, lungs, muscles, and stomach.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,34,0,0,0,The target cells in your heart and lungs respond to adrenaline by speeding up the activities of these organs.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,35,0,0,0,Adrenaline also releases sugars in your muscles to give you energy,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,36,0,0,0, ...in case you need to either “fight” or run away from a situation (“flight”).,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,37,0,0,0,"Thus, this has been called the fight-or-flight response.",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,38,0,0,0,"At the same time, target cells in the stomach respond to adrenaline by slowing down activity,",20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,39,0,0,0,...so more blood can be sent to other muscles.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,40,1,0,1,Adrenaline concentrations in resting adults may increase by 10-fold during exercise ,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,1,41,1,0,1,...and by 50-fold during stress.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
15,RPm,0,42,0,0,0,These responses continue until the amount of adrenaline in the blood drops to a normal level.,20,43,43,86,2.9492833333333333,2.267733333333333,0.9312582290065641,-0.18826077105983052
20,RPm,0,1,0,0,0,The endocrine system produces chemicals ,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,2,0,0,0,…Chemicals that regulate many of the body’s daily activities,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,3,0,0,0,The endocrine system is made up of glands.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,4,0,0,0,A gland is an organ ,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,5,0,0,0,….Glands produce or release a chemical,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,1,6,0,0,0,"Some glands, (such as those that produce saliva and sweat), release their chemicals into tiny tubes called ducts.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,7,1,0,1,The ducts deliver the chemicals to a specific location within the body or to the skin’s surface.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,8,0,0,0,"However, endocrine glands do not have delivery tubes.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,9,1,1,0,"Endocrine glands produce and release their chemicals directly into the bloodstream, (without going through ducts).",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,1,10,0,0,0,The chemical product of an endocrine gland is called a hormone.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,11,0,0,0,The bloodstream carries hormones throughout the body.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,12,0,0,0,"When a hormone enters the bloodstream, it does not interact with all organs in the body.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,13,0,0,0,Hormones interact with only certain cells,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,14,0,0,0,...that recognize the hormone’s chemical structure,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,15,0,0,0,These are called target cells.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,16,1,0,1,A target cell may have several different receptor types,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,17,1,0,1,...receptor types that activate different signal transduction pathways.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,18,1,1,0,Hormones that do not fit a particular organ’s target cells,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,19,1,1,0,...will travel through the bloodstream until they find target cells that they fit.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,20,0,0,0,"Target cells then respond to the hormones by turning on, turning off, the activities of different organs and tissues.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,21,0,0,0,"...speeding up, or slowing down the activities of different organs and tissues.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,22,0,0,0,Hormones can regulate activities in tissues and organs that are far from the glands that produce them.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,23,0,0,0,One of the main functions of the endocrine system is to control the body’s response to an exciting situation.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,24,0,0,0,"(When the brain processes an exciting situation,) hormones travel from the hypothalamus, to the pituitary gland",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,25,0,0,0,...pituitary gland to the adrenal gland.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,26,0,0,0,This three-step process of the endocrine system is called the HPA axis.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,27,1,0,1,The HPA axis integrates physical and psychosocial influences ,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,28,1,0,1,...(The HPA axis) allows an organism to adapt to its environment,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,29,1,1,0,"In the first three steps of the HPA axis, a hormone attaches to a target cell",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,30,1,1,0, ...and a new hormone is produced,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,31,0,0,0,"In the final step, the adrenal gland releases the hormone adrenaline into the bloodstream.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,32,1,1,0,The hormone adrenaline is carried in the bloodstream ,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,1,33,1,1,0,"...Adrenaline target cells are located in your heart, lungs, muscles, and stomach.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,34,0,0,0,The target cells in your heart and lungs respond to adrenaline by speeding up the activities of these organs.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,35,0,0,0,Adrenaline also releases sugars in your muscles to give you energy,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,36,0,0,0, ...in case you need to either “fight” or run away from a situation (“flight”).,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,37,0,0,0,"Thus, this has been called the fight-or-flight response.",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,38,0,0,0,"At the same time, target cells in the stomach respond to adrenaline by slowing down activity,",15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,39,0,0,0,...so more blood can be sent to other muscles.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,40,1,0,1,Adrenaline concentrations in resting adults may increase by 10-fold during exercise ,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,41,1,0,1,...and by 50-fold during stress.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
20,RPm,0,42,0,0,0,These responses continue until the amount of adrenaline in the blood drops to a normal level.,15,40,35,75,3.7631333333333337,12.1262,-0.18718007206746512,-0.4604865892133156
28,RPm,0,1,0,0,0,The endocrine system produces chemicals ,12,45,46,91,4.937133333333334,15.97545,1.5449133942673232,-0.6448044859023522
28,RPm,0,2,0,0,0,…Chemicals that regulate many of the body’s daily activities,12,45,46,91,4.937133333333334,15.97545,1.5449133942673232,-0.6448044859023522
28,RPm,1,3,0,0,0,The endocrine system is made up of glands.,12,45,46,91,4.937133333333334,15.97545,1.5449133942673232,-0.6448044859023522
28,RPm,0,4,0,0,0,A gland is an organ ,12,45,46,91,4.937133333333334,15.97545,1.5449133942673232,-0.6448044859023522
28,RPm,1,5,0,0,0,….Glands produce or release a chemical,12,45,46,91,4.937133333333334,15.97545,1.5449133942673232,-0.6448044859023522
