p_id,question,q_num,q_type,stim1,stim2,stim3,stim4,key,response,RT,correct,subjectGroup,familiarity,vocabulary,comprehension,GMRT,GMRT_transformed,knowledge_transformed
26,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,14845,1.0,RPm,18,37,39,76,0.0254343828073557,-0.5450279870154279
26,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,7543,1.0,RPm,18,37,39,76,0.0254343828073557,-0.5450279870154279
98,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,3821,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,5296,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,4854,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,3221,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,8668,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,2729,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,6343,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,14990,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,4786,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,1,27113,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,11158,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
98,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,5965,1.0,RPp,50,44,46,90,1.4291260640829093,0.6309860391293556
114,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,3334,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,107179,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,78556,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,6426,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,1,5602,0.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,6427,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,230274,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,2,42782,0.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,16408,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,1,320523,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,21187,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
114,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,113282,1.0,NRP,21,43,15,58,-1.1548467944834262,-0.4049150329738716
47,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,4803,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,6627,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,3839,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,4627,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,10140,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,4563,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,4765,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,3,6208,0.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,4354,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,3,4695,0.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,2,12242,0.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
47,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,7086,1.0,RPm,22,38,15,53,-1.3786202921380175,-0.3603618963015144
134,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,5567,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,6446,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,7341,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,3231,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,24116,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,7445,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,7985,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,15489,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,18418,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,3,29950,0.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,10138,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
134,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,6072,1.0,RPp,33,45,46,91,1.5480476302312998,0.077123521995702
151,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,2,13148,0.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,11140,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,7098,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,6100,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,2,13608,0.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,5105,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,18280,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,27763,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,4,10977,0.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,3,25498,0.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,20225,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
151,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,24074,1.0,RPp,20,28,23,51,-1.4571527626245198,-0.4504927814032112
154,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,6621,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,6894,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,4352,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,7048,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,5013,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,5408,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,9702,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,30098,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,9390,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,1,41020,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,29378,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
154,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,27017,1.0,RPm,30,39,36,75,-0.057333013827039314,-0.034110601784357236
146,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,5232,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,4309,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,7922,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,3284,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,10099,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,4431,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,10568,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,20496,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,4787,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,3,18715,0.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,14200,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
146,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,5509,1.0,RPm,15,40,37,77,0.11040878095425194,-0.6967137800491884
147,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,5148,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,12132,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,6017,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,4577,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,8381,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,4420,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,8371,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,13918,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,5267,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,1,60063,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,21306,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
147,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,19014,1.0,NRP,92,44,29,73,-0.21636296053266346,1.6885304696034642
25,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,4528,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,5001,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,5120,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,4564,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,6127,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,4594,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,7783,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,20256,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,Viruses cause damage to the cells of organisms by:,12,inference,eating the host cell,bursting the host cell,deactivating the host cell,changing the protein keys,2.0,2,6400,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,What is a correct order of processes underlying the spread of a virus?,11,inference,"a host cell bursts, a new virus attaches to a new host cell, a new virus injects genetic material","a virus reproduces, a virus injects genetic material, a virus attaches to host","a virus attaches to a host, a host cell bursts, a virus takes over host cell","a virus injects genetic material, a virus attaches to host cell, a host cell bursts",1.0,1,25958,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,"If a virus contains genetic material but does not have a protein coat, then",9,inference,the virus could infect host cells,the virus could reproduce and burst a host cell,the virus could only attach to specific host cells,the virus could not attach to any host cell,4.0,4,9696,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
25,Which of the following could not be infected by a virus?,7,inference,a virus,a house plant,a fungus,a dog,1.0,1,11707,1.0,RPp,40,45,41,86,0.9792849487804656,0.31894762624398065
37,"Once a virus attaches to the surface of a host cell, it injects its ______ into the cell",4,memory,viruses,proteins,food and energy,genetic material,4.0,4,12772,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,The only way in which viruses are like organisms is that they can:,1,memory,eat,multiply,create waste,defend themselves,2.0,2,5882,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,Viruses are made up of two basic parts: a protein coat and what?,3,memory,bacteria,inner core,nervous system,organelles,2.0,2,5911,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,The cells a virus infects are called:,2,memory,support cells,lock cells,host cells,protein cells,3.0,3,3744,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,Which of the following viral diseases was not listed in the text?,6,memory,cold sores,polio,AIDS,influenza,4.0,4,7360,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,The name of the virus that infects bacteria is:,5,memory,bacteriophage,rhinovirus,bacteriovirus,retrovirues,1.0,1,2935,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,How do viruses use their host cells?,8,inference,host cells provide energy for viruses,viruses fill host cells with waste,viruses use host cells to reproduce,viruses kill host cels in order to eat them,3.0,3,6238,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
37,"What would likely happen if a virus could attach to a host cell, but did not take over the host cell's functions?",10,inference,the virus would not burst the cell,the virus would live in the host cell,the host cell would produce the virus's proteins,the host cell would produce the virus's genetic material,1.0,1,23735,1.0,RPm,67,45,40,85,0.8731407598097158,1.0979137401054184
